vidName,stimSet,subName,description
Bike-bike1,Set1,Sub22,One man is biking really quickly in a bike race along a street there are other men around him also biking.  he is wearing blue clothing. 
EatDrink-eating1,Set1,Sub22,A woman wearing a gigantic hat on the left side of her head.  is eating something she looks like she's dressed in old-fashioned she is brown curly hair and red lips. 
Sleeping-sleep1,Set1,Sub22,A man is sitting in bed there are oranges find him. 
GroomingOneself-brushHair1,Set1,Sub22,A woman is brushing her hair you can only see the back of her head and her two hands holding a green brush it is long brown hair. 
Pets-playingDog1,Set1,Sub22,A man is standing on top of a wooden box in the middle of a farm.  a big dog climbs up on it.  and jumps on it and played around with the guy. 
Golf-golf1,Set1,Sub22,A man who is wearing a black top and green pants.  possible he's golfing he's on a big green.  golf course.  she is a bunch of balls in a basket.  but he's probably going to head next is a white hat. 
Phone-calling1,Set1,Sub22,Keegan-michael key is talking on the phone he is wearing a red jacket. 
Cardio-spinning1,Set1,Sub22,A man and a woman.  breaking on electrical.  bikes.  there are weights behind them they're probably out of gym. 
Social-laughing1,Set1,Sub22,American man is laughing he is really white teeth he is attractive the camera is up close on his face. 
Garden-wateringPlants1,Set1,Sub22,A woman wearing a pink shirt and green pants waters her plants outside her house.  with a green watering can is wearing green gloves it is a white house. 
FoodDrink-rollingDough1,Set1,Sub22,Someone is rolling out dough with large wooden roller you can only see their hands and they're like they are wearing like chef's clothing they're rolling the dough on a wooden table there is.  flower underneath the dome. 
Crafts-knitting1,Set1,Sub22,A female's hands are knitting a blue.  something blue. 
HealthSelfCare-swallowPills1,Set1,Sub22,A female's head.  is on the camera she takes a pill and drink some water. 
Wash-wash1,Set1,Sub22,Car wash themselves in a big white sink with soap and a large running water stream. 
FoodDrink-chopping1,Set1,Sub22,Phone is cutting carrots into small pieces with a giant knife we are watching it up close. 
EatDrink-drinking1,Set1,Sub22,A woman is drinking tea she has a british flag behind her.  her shirt says bazinga.  it is red.  30 is in a nice cup with flowers on it and she is holding the base of the cup. 
Computer-computer1,Set1,Sub22,White man is.  searching something on the internet.  on an old computer there are two keyboards. 
Games-videoGames1,Set1,Sub22,Two men are playing a video game I think it might be a vine. 
FoodDrink-stirring1,Set1,Sub22,Is mixing flour and butter. 
FoodDrink-grilling1,Set1,Sub22,Two hands are flipping a steak.  on a grill. 
Travel-driving1,Set1,Sub22,A man is driving a car.  down a road with trees on the side. 
Yoga-yoga1,Set1,Sub22,Woman wearing a green tank top and black yoga pants does a cool yoga stretch with her legs in the air she is resting on her for she is on a blue yoga mat on a wooden floor in the white house.  she has brown hair and she's a white. 
GroomingOneself-brushingTeeth1,Set1,Sub22,When the asian man is brushing his teeth really close up to the camera. 
IntClean-moppingfloor1,Set1,Sub22,A man is mopping the floor.  of a classroom probably out of music school. 
Dancing-ballroomDancing1,Set1,Sub22,Two women wearing white dresses.  christ of the hands of two men wearing nice suits very formal attire.  it looks like a cotillion ball. 
Social-talk1,Set1,Sub22,Woman was wearing a brightly colored blue and white and yellow top with flowers in the front.  and another design on the shoulders.  is talking to the camera she is a cook or a baker she is a weighing machine in the back of her she has a lot of makeup on looks like she's hosting a youtube show. 
Social-shakeHands1,Set1,Sub22,Do men shake hands with another man they are all wearing suits they are on either side of a.  table with food on it and a big punch bowls and strawberries it looks like old films.  they look like famous actors but I don't know their names. 
HealthSelfCare-bandaid1,Set1,Sub22,Opening a.  band-aid and putting it on their thumb.  two white hands.  very up close video. 
Dressing-buttoningShirt1,Set1,Sub22,Two hands are buttoning of shirt.  it looks like a mail shirt. 
Walk-walk1,Set1,Sub22,Keyboard walking down a busy street it's blurry. 
Pets-walkingdog1,Set1,Sub22,A man is walking his dog there is snow on the side.  the walkway. 
Groceries-groceryShopping1,Set1,Sub22,Woman wearing summer clothing is shopping in a grocery store she has a full card and someone else.  is rashad is walking towards her with another full card and there's a third woman in the background also with a card. 
FoodDrink-Pour1,Set1,Sub22,A man is pouring wine into three glasses he is wearing a black and white suit with a pink tie and he is trying to measure out exactly the same amount in each of the glasses that is around and wine. 
IntClean-dustingTable1,Set1,Sub22,Is cleaning the table is.  with a napkin.  she is sitting on a black couch it is a brown table he is wearing a black shirt and jeans. 
Reading-reading1,Set1,Sub22,A woman is reading a book outside a car rental place or a parking lot there is snow outside she's reading by the window probably on the second or third floor of a building.  she is a silhouette.  there a lot of words on the page they look small. She is about to turn the page. 
Run-running1,Set1,Sub22,Someone is jogging down a street.  it is downhill. 
Computer-computer2,Set2,Sub23,The guy with glasses is typing on the computer. 
Laundry-laundry2,Set2,Sub23,Somebody is doing laundry with liquid dish detergent. 
Social-laughing2,Set2,Sub23,Boy is laughing at something. 
Reading-reading2,Set2,Sub23,A man is reading a book in the library. 
FoodDrink-chopping2,Set2,Sub23,Somebody is cutting up an herb. 
Games-videoGames2,Set2,Sub23,Playing xbox. 
FoodDrink-bakingCookies2,Set2,Sub23,Oh woman is making cookies. 
HealthSelfCare-bandaid2,Set2,Sub23,A person is putting a band-aid on their index finger. 
GroomingOneself-brushingTeeth2,Set2,Sub23,A man is brushing his teeth looking into the mirror. 
Sleep-sleep2,Set2,Sub23,A girl and a sweatshirt is asleep on a couch. 
RacquetSports-playingTennis2,Set2,Sub23,Tennis player saves a nice shot. 
Soccer-playingSoccer2,Set2,Sub23,A man shoots a penalty kick it's saved by scott sterling's face. 
Travel-driving2,Set2,Sub23,When is driving a car with an air freshener. 
Weights-weights2,Set2,Sub23,There is a guy doing.  bicep curls. 
Dressing-buttoningShirt2,Set2,Sub23,Person is quickly buttoning a shirt. 
IntClean-moppingFloor2,Set2,Sub23,A man is mopping the ground. 
FoodDrink-Pour2,Set2,Sub23,Somebody is pouring milk into their tea. 
EatDrink-drinking2,Set2,Sub23,A child is drinking out of a blue cup. 
Dressing-tyingTie2,Set2,Sub23,Nobody is teaching me how to tie a tie. 
Pets-walkingDog2,Set2,Sub23,A boy is walking his dog. 
Cardio-spinning2,Set2,Sub23,There's a spinning class and.  only the women are doing the workout while in man.  packs up his stuff. 
GroomingOneself-brushHair2,Set2,Sub23,A person is brushing their hair. 
Groceries-groceryShopping2,Set2,Sub23,A little girl is at the supermarket with her mom. 
Dancing-modernDance2,Set2,Sub23,A man and a woman dance together. 
FoodDrink-sautee2,Set2,Sub23,Somebody's cooking onions in a fry pan. 
TV-watchingTV2,Set2,Sub23,A man and a hat is watching the greatest loser. 
FoodDrink-rollingDough2,Set2,Sub23,Person is rolling out some dough. 
Garden-gardening2,Set2,Sub23,Farmer is planting something in a garden. 
Basketball-basketball2,Set2,Sub23,Stephen curry is shooting a free throw. 
Crafts-knitting2,Set2,Sub23,Person is knitting a something with pink yarn. 
IntClean-dustingTable2,Set2,Sub23,Somebody is wiping down a table with crumbs on it. 
Walk-walk2,Set2,Sub23,Two men walk together outside a building. 
Dancing-ballroomDancing2,Set2,Sub23,Two people are dancing on a stage. 
Dressing-puttingOnShoes2,Set2,Sub23,Woman seems to be in pain putting on her shoes. 
Yoga-yoga2,Set2,Sub23,A woman is doing yoga by herself on a green mat. 
IntClean-vacuuming2,Set2,Sub23,Summer. Vacuuming the ground there seems to be a lot of paper shavings. 
EatDrink-eating2,Set2,Sub23,There's a guy chewing on something. 
Aerobics-aerobics2,Set2,Sub23,Televised women's exercise class. 
CaringChildren-babyCrawling2,Set2,Sub23,A babe. Is crawling towards toys with a binky in their mouth. 
Garden-wateringPlants2,Set2,Sub23,Somebody is watering a plant with pink flowers. 
Social-talk2,Set2,Sub23,A guy is talking into the camera at the desk. 
Games-playingBilliards2,Set2,Sub23,Person is shooting.  billiards balls into the pocket on the side. 
Social-shakeHands2,Set2,Sub23,A sitting man extends his hand to shake a man's hand standing up. 
GroomingOneself-applyingMakeup2,Set2,Sub23,Person is putting on foundation. 
Wash-wash2,Set2,Sub23,Person is washing their hands. 
Bike-bike2,Set2,Sub23,Man in a leather jacket riding a bike. 
CaringChildren-playingPlayground2,Set2,Sub23,A little girl wearing uggs slides down a blue slide. 
KitchenClean-washingDishes2,Set2,Sub23,Person is washing a bowl in the sink. 
Pets-brushingCat2,Set2,Sub23,Somebody is scraping.  cat. 
HealthSelfCare-swallowPills2,Set2,Sub23,A little girl is taking a pill with blue gatorade. 
Golf-golf2,Set2,Sub23,Golfer is teeing off. 
Write-writing2,Set2,Sub23,I mean a white sweatshirt is writing with a pencil. 
Phone-calling2,Set2,Sub23,On the phone. 
Run-running2,Set2,Sub23,There are a bunch of runners in a road race. 
Crafts-painting2,Set2,Sub23,The painter is making the sky blue on his painting. 
FoodDrink-stirring2,Set2,Sub23,A woman is whisking together brownie batter. 
Garden-mowingLawn2,Set2,Sub23,A man is mowing his lawn. 
GroomingOneself-shaving2,Set2,Sub23,A man is shaving his beard. 
FoodDrink-grilling2,Set2,Sub23,Somebody is grilling a ribeye steak. 
Pets-playingDog2,Set2,Sub23,Man is playing with this golden retriever. 
Computer-computer2,Set2,Sub24,Is typing on his computer. 
Laundry-laundry2,Set2,Sub24,Pixie cup full of laundry detergent and puts it into the washer. 
Social-laughing2,Set2,Sub24,We got. Suddenly starts laughing. 
Reading-reading2,Set2,Sub24,A book in the library before he goes to readjust his arm. 
FoodDrink-chopping2,Set2,Sub24,Is cutting vegetables in a very unique way on a cutting board using a small knife. 
Games-videoGames2,Set2,Sub24,An older gentleman is playing video games using an xbox controller. 
FoodDrink-bakingCookies2,Set2,Sub24,A person.  pushes bill together into a patty form.  for cooking. 
HealthSelfCare-bandaid2,Set2,Sub24,A man. A bandaid on his own finger. 
GroomingOneself-brushingTeeth2,Set2,Sub24,Brushing his teeth with a blue toothbrush while looking in the mirror. 
Sleep-sleep2,Set2,Sub24,Is sleeping on the couch as her head tilted backwards. 
RacquetSports-playingTennis2,Set2,Sub24,Runs up to line to volley back a tennis ball within a tennis match. 
Soccer-playingSoccer2,Set2,Sub24,Iron makes a penalty kick yet the goalie is able to stop the goal. 
Travel-driving2,Set2,Sub24,In a parking lot and suddenly swerved to avoid hitting something in the room. 
Weights-weights2,Set2,Sub24,Is lifting weights in the gym with one dumbbell in each hand. 
Dressing-buttoningShirt2,Set2,Sub24,Individual is buttoning up his shirt from top to bottom. 
IntClean-moppingFloor2,Set2,Sub24,Turn off the hallway of a tiled floor. 
FoodDrink-Pour2,Set2,Sub24,A person pours milk into a cup of tea in a floral design. 
EatDrink-drinking2,Set2,Sub24,A young child goats water from a plastic cup. 
Dressing-tyingTie2,Set2,Sub24,A man is slowly putting on a tie around his neck. 
Pets-walkingDog2,Set2,Sub24,A man is walking down the sidewalk with his dog on a leash on his right. 
Cardio-spinning2,Set2,Sub24,A class of spin cycle individuals is exercising very hard. 
